"MassParameter_1","MassParameter_2","MassParameter_3","MassParameter_4", "Phi_12","Phi_13","Phi_14","Phi_23","Phi_24","Phi_34", "Dataset1_7320370X","Dataset1_4640576X","Dataset1_2060465X","Dataset1_3140445X","Dataset1_6960209X","Dataset1_5670435X","Dataset1_4880367X","Dataset1_5050575X","Dataset1_290402X","Dataset1_650753X","Dataset1_110382X","Dataset1_3450274X","Dataset1_5960343X","Dataset1_4120037X","Dataset1_4050070X","Dataset1_6480059X","Dataset1_2000100X","Dataset1_3170669X","Dataset1_4830100X","Dataset1_6180538X","Dataset1_6980482X","Dataset1_4900670X","Dataset1_1780762X","Dataset1_1780564X","Dataset1_5270386X","Dataset1_7210424X","Dataset1_7050332X","Dataset1_6200431X","Dataset1_270156X","Dataset1_2470259X","Dataset1_630753X","Dataset1_3830519X","Dataset1_940747X","Dataset1_6840148X","Dataset1_1170609X","Dataset1_1770753X","Dataset1_6900209X","Dataset1_2340598X","Dataset1_3170286X","Dataset1_1470601X","Dataset1_4120053X","Dataset1_1260017X","Dataset1_3870646X","Dataset1_2120259X","Dataset1_2480739X","Dataset1_10612X","Dataset1_2490446X","Dataset1_6770711X","Dataset1_2060452X","Dataset1_50735X","Dataset1_2680722X","Dataset1_2320356X","Dataset1_6560438X","Dataset1_2710114X","Dataset1_870626X","Dataset1_2940369X","Dataset1_990072X","Dataset1_50070X","Dataset1_650008X","Dataset1_6940358X","Dataset1_4570441X","Dataset1_3610259X","Dataset1_4060221X","Dataset1_2260131X","Dataset1_1500148X","Dataset1_6220543X","Dataset1_4900010X","Dataset1_7550431X","Dataset1_2470619X","Dataset1_3390544X","Dataset1_2100241X","Dataset1_620241X","Dataset1_630377X","Dataset1_3180398X","Dataset1_2570026X","Dataset1_540021X","Dataset1_4640136X","Dataset1_6330047X","Dataset1_1710594X","Dataset1_270519X","Dataset1_1690059X","Dataset1_2850162X","Dataset1_130021X","Dataset1_2230273X","Dataset1_270348X","Dataset1_2070037X","Dataset1_6280156X","Dataset1_5390246X","Dataset1_1240450X","Dataset1_7160369X","Dataset1_5390239X","Dataset1_3940754X","Dataset1_1230201X","Dataset1_6400333X","Dataset1_1030376X","Dataset1_4890722X","Dataset1_4040725X","Dataset1_3440343X","Dataset1_6370014X","Dataset1_940356X","Dataset1_6110167X","Dataset1_4860408X","Dataset2_7320370X","Dataset2_4640576X","Dataset2_2060465X","Dataset2_3140445X","Dataset2_6960209X","Dataset2_5670435X","Dataset2_4880367X","Dataset2_5050575X","Dataset2_290402X","Dataset2_650753X","Dataset2_110382X","Dataset2_3450274X","Dataset2_5960343X","Dataset2_4120037X","Dataset2_4050070X","Dataset2_6480059X","Dataset2_2000100X","Dataset2_3170669X","Dataset2_4830100X","Dataset2_6180538X","Dataset2_6980482X","Dataset2_4900670X","Dataset2_1780762X","Dataset2_1780564X","Dataset2_5270386X","Dataset2_7210424X","Dataset2_7050332X","Dataset2_6200431X","Dataset2_270156X","Dataset2_2470259X","Dataset2_630753X","Dataset2_3830519X","Dataset2_940747X","Dataset2_6840148X","Dataset2_1170609X","Dataset2_1770753X","Dataset2_6900209X","Dataset2_2340598X","Dataset2_3170286X","Dataset2_1470601X","Dataset2_4120053X","Dataset2_1260017X","Dataset2_3870646X","Dataset2_2120259X","Dataset2_2480739X","Dataset2_10612X","Dataset2_2490446X","Dataset2_6770711X","Dataset2_2060452X","Dataset2_50735X","Dataset2_2680722X","Dataset2_2320356X","Dataset2_6560438X","Dataset2_2710114X","Dataset2_870626X","Dataset2_2940369X","Dataset2_990072X","Dataset2_50070X","Dataset2_650008X","Dataset2_6940358X","Dataset2_4570441X","Dataset2_3610259X","Dataset2_4060221X","Dataset2_2260131X","Dataset2_1500148X","Dataset2_6220543X","Dataset2_4900010X","Dataset2_7550431X","Dataset2_2470619X","Dataset2_3390544X","Dataset2_2100241X","Dataset2_620241X","Dataset2_630377X","Dataset2_3180398X","Dataset2_2570026X","Dataset2_540021X","Dataset2_4640136X","Dataset2_6330047X","Dataset2_1710594X","Dataset2_270519X","Dataset2_1690059X","Dataset2_2850162X","Dataset2_130021X","Dataset2_2230273X","Dataset2_270348X","Dataset2_2070037X","Dataset2_6280156X","Dataset2_5390246X","Dataset2_1240450X","Dataset2_7160369X","Dataset2_5390239X","Dataset2_3940754X","Dataset2_1230201X","Dataset2_6400333X","Dataset2_1030376X","Dataset2_4890722X","Dataset2_4040725X","Dataset2_3440343X","Dataset2_6370014X","Dataset2_940356X","Dataset2_6110167X","Dataset2_4860408X","Dataset3_7320370X","Dataset3_4640576X","Dataset3_2060465X","Dataset3_3140445X","Dataset3_6960209X","Dataset3_5670435X","Dataset3_4880367X","Dataset3_5050575X","Dataset3_290402X","Dataset3_650753X","Dataset3_110382X","Dataset3_3450274X","Dataset3_5960343X","Dataset3_4120037X","Dataset3_4050070X","Dataset3_6480059X","Dataset3_2000100X","Dataset3_3170669X","Dataset3_4830100X","Dataset3_6180538X","Dataset3_6980482X","Dataset3_4900670X","Dataset3_1780762X","Dataset3_1780564X","Dataset3_5270386X","Dataset3_7210424X","Dataset3_7050332X","Dataset3_6200431X","Dataset3_270156X","Dataset3_2470259X","Dataset3_630753X","Dataset3_3830519X","Dataset3_940747X","Dataset3_6840148X","Dataset3_1170609X","Dataset3_1770753X","Dataset3_6900209X","Dataset3_2340598X","Dataset3_3170286X","Dataset3_1470601X","Dataset3_4120053X","Dataset3_1260017X","Dataset3_3870646X","Dataset3_2120259X","Dataset3_2480739X","Dataset3_10612X","Dataset3_2490446X","Dataset3_6770711X","Dataset3_2060452X","Dataset3_50735X","Dataset3_2680722X","Dataset3_2320356X","Dataset3_6560438X","Dataset3_2710114X","Dataset3_870626X","Dataset3_2940369X","Dataset3_990072X","Dataset3_50070X","Dataset3_650008X","Dataset3_6940358X","Dataset3_4570441X","Dataset3_3610259X","Dataset3_4060221X","Dataset3_2260131X","Dataset3_1500148X","Dataset3_6220543X","Dataset3_4900010X","Dataset3_7550431X","Dataset3_2470619X","Dataset3_3390544X","Dataset3_2100241X","Dataset3_620241X","Dataset3_630377X","Dataset3_3180398X","Dataset3_2570026X","Dataset3_540021X","Dataset3_4640136X","Dataset3_6330047X","Dataset3_1710594X","Dataset3_270519X","Dataset3_1690059X","Dataset3_2850162X","Dataset3_130021X","Dataset3_2230273X","Dataset3_270348X","Dataset3_2070037X","Dataset3_6280156X","Dataset3_5390246X","Dataset3_1240450X","Dataset3_7160369X","Dataset3_5390239X","Dataset3_3940754X","Dataset3_1230201X","Dataset3_6400333X","Dataset3_1030376X","Dataset3_4890722X","Dataset3_4040725X","Dataset3_3440343X","Dataset3_6370014X","Dataset3_940356X","Dataset3_6110167X","Dataset3_4860408X","Dataset4_7320370X","Dataset4_4640576X","Dataset4_2060465X","Dataset4_3140445X","Dataset4_6960209X","Dataset4_5670435X","Dataset4_4880367X","Dataset4_5050575X","Dataset4_290402X","Dataset4_650753X","Dataset4_110382X","Dataset4_3450274X","Dataset4_5960343X","Dataset4_4120037X","Dataset4_4050070X","Dataset4_6480059X","Dataset4_2000100X","Dataset4_3170669X","Dataset4_4830100X","Dataset4_6180538X","Dataset4_6980482X","Dataset4_4900670X","Dataset4_1780762X","Dataset4_1780564X","Dataset4_5270386X","Dataset4_7210424X","Dataset4_7050332X","Dataset4_6200431X","Dataset4_270156X","Dataset4_2470259X","Dataset4_630753X","Dataset4_3830519X","Dataset4_940747X","Dataset4_6840148X","Dataset4_1170609X","Dataset4_1770753X","Dataset4_6900209X","Dataset4_2340598X","Dataset4_3170286X","Dataset4_1470601X","Dataset4_4120053X","Dataset4_1260017X","Dataset4_3870646X","Dataset4_2120259X","Dataset4_2480739X","Dataset4_10612X","Dataset4_2490446X","Dataset4_6770711X","Dataset4_2060452X","Dataset4_50735X","Dataset4_2680722X","Dataset4_2320356X","Dataset4_6560438X","Dataset4_2710114X","Dataset4_870626X","Dataset4_2940369X","Dataset4_990072X","Dataset4_50070X","Dataset4_650008X","Dataset4_6940358X","Dataset4_4570441X","Dataset4_3610259X","Dataset4_4060221X","Dataset4_2260131X","Dataset4_1500148X","Dataset4_6220543X","Dataset4_4900010X","Dataset4_7550431X","Dataset4_2470619X","Dataset4_3390544X","Dataset4_2100241X","Dataset4_620241X","Dataset4_630377X","Dataset4_3180398X","Dataset4_2570026X","Dataset4_540021X","Dataset4_4640136X","Dataset4_6330047X","Dataset4_1710594X","Dataset4_270519X","Dataset4_1690059X","Dataset4_2850162X","Dataset4_130021X","Dataset4_2230273X","Dataset4_270348X","Dataset4_2070037X","Dataset4_6280156X","Dataset4_5390246X","Dataset4_1240450X","Dataset4_7160369X","Dataset4_5390239X","Dataset4_3940754X","Dataset4_1230201X","Dataset4_6400333X","Dataset4_1030376X","Dataset4_4890722X","Dataset4_4040725X","Dataset4_3440343X","Dataset4_6370014X","Dataset4_940356X","Dataset4_6110167X","Dataset4_4860408X"
1.93973,1.25105,1.28293,0.381506, 0.520541,0.0448089,0.44907,4.87162,0.0223651,0.0265246, 45,45,11,45,11,11,11,11,45,45,34,45,11,11,40,11,13,40,11,34,11,34,40,45,11,45,34,11,11,11,45,11,45,11,34,45,11,45,11,40,11,45,11,45,11,11,45,11,11,11,11,11,45,34,45,11,45,45,45,34,11,11,45,45,11,11,11,40,11,11,45,45,34,11,11,45,45,45,11,40,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12, 36,36,47,36,11,47,11,36,44,11,23,13,11,11,19,44,44,44,47,47,44,47,19,13,47,36,47,47,47,11,13,11,11,11,23,19,47,19,47,19,19,19,11,13,47,11,36,13,47,44,11,11,19,47,13,47,36,36,19,47,11,11,13,44,44,44,19,19,47,47,13,13,47,44,11,36,36,36,11,19,36,13,36,36,36,36,19,47,47,36,36,13,13,13,13,13,13,13,13,13,13,13, 14,14,14,19,14,14,2,36,14,19,14,19,44,44,19,44,36,36,14,14,36,14,19,19,14,19,14,14,14,44,19,14,34,44,14,19,14,19,14,19,44,19,44,19,14,44,19,44,44,44,44,36,19,14,41,14,34,19,19,14,44,44,19,44,44,36,36,36,14,14,41,19,14,2,44,19,19,19,44,19,20,34,36,41,41,14,41,14,14,36,34,2,19,36,19,44,41,20,41,41,20,34, 4,4,4,3,4,31,11,3,4,12,31,12,4,4,3,4,11,11,4,4,11,31,3,12,4,3,31,4,4,4,3,4,3,4,31,38,4,3,4,3,11,3,4,3,4,4,3,12,4,4,4,11,3,31,12,4,12,3,3,31,4,4,3,4,11,38,3,11,4,4,12,3,31,4,4,3,3,3,4,38,12,12,3,12,3,4,12,31,4,3,12,11,12,3,38,4,3,3,3,12,12,12
2.8403,2.7157,5.26308,1.86911, 0.257211,0.0795397,3.76471,0.0377983,1.67815,9.06548, 24,24,7,24,7,7,35,7,24,24,18,24,7,7,24,7,35,24,7,7,7,7,24,24,7,24,7,7,7,7,24,7,24,7,18,24,7,24,7,35,7,24,7,24,7,7,24,7,7,7,7,7,24,7,24,7,24,24,24,7,7,7,24,24,7,35,35,24,7,7,24,24,18,7,7,24,24,24,7,35,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33, 29,8,22,9,31,22,31,9,8,31,22,3,31,31,24,8,8,31,31,22,8,22,24,3,31,9,22,31,31,31,3,31,31,31,22,24,22,8,22,8,8,24,31,3,31,31,9,3,31,31,31,31,24,22,3,31,9,29,8,22,31,31,3,8,31,8,8,8,31,31,3,3,22,31,31,9,9,9,31,8,9,3,24,9,9,9,24,22,31,9,9,3,3,3,3,3,3,3,3,3,3,3, 22,22,22,27,29,22,8,8,22,27,22,27,29,29,14,8,8,8,22,22,8,22,14,27,22,27,22,22,22,29,27,29,7,29,22,8,29,14,22,14,8,14,29,14,11,29,4,8,29,8,8,8,4,22,7,29,7,14,14,22,8,8,4,29,8,8,8,8,22,22,7,27,22,8,29,4,27,14,29,14,7,7,8,7,7,11,7,22,22,8,7,8,14,8,14,29,7,7,7,7,7,7, 22,22,22,13,22,22,7,7,22,4,39,4,22,22,13,22,7,7,22,22,7,22,7,4,22,13,22,22,22,22,13,22,7,22,39,7,22,7,22,7,7,7,22,13,22,22,7,4,22,22,7,7,7,22,4,22,4,13,13,22,7,22,13,22,7,7,7,7,22,22,4,13,22,7,22,13,13,7,22,7,4,4,13,4,13,22,4,22,22,7,4,7,4,13,7,48,13,13,13,4,4,4
3.25465,2.00556,1.50611,2.79088, 0.300668,0.208087,0.848194,3.43775,0.655257,0.940895, 3,3,14,30,14,14,30,30,3,3,14,3,4,14,30,4,30,30,14,14,4,14,30,33,14,3,14,14,14,4,33,14,3,4,14,30,14,30,14,30,4,3,4,3,14,4,30,14,14,4,14,14,3,14,3,14,30,3,33,14,4,30,3,3,30,30,30,30,14,14,33,3,14,14,14,3,33,33,14,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20, 16,16,46,16,14,46,13,16,13,14,46,32,14,14,16,16,13,13,46,46,13,46,16,32,46,16,46,46,46,14,32,14,14,14,29,16,46,16,46,16,16,16,14,32,14,14,16,32,46,13,14,13,16,46,32,46,16,16,16,46,14,40,32,13,13,16,16,16,46,46,32,32,46,13,14,16,16,16,14,16,16,32,16,16,16,16,16,46,46,16,16,32,32,32,32,32,32,32,32,32,32,32, 14,14,5,35,14,5,13,13,14,35,5,15,14,14,35,14,13,13,5,5,13,5,13,35,14,35,5,14,5,14,15,14,34,14,5,13,14,13,5,13,13,13,14,35,14,14,35,14,14,14,14,13,35,5,34,14,34,35,35,5,14,14,35,14,13,13,13,13,14,5,34,35,5,13,14,35,35,35,14,35,34,34,13,34,34,14,34,5,5,13,34,13,13,13,13,14,34,34,34,34,34,34, 47,47,47,46,47,47,16,16,47,31,47,31,47,47,16,47,16,16,47,47,16,47,16,31,47,46,47,47,47,47,46,47,16,47,47,16,13,16,47,16,16,16,47,46,47,47,16,31,47,13,48,16,16,47,31,47,31,46,16,47,48,13,46,47,16,16,16,16,47,47,31,46,47,48,47,46,46,16,47,16,31,31,46,31,46,48,31,47,47,16,31,16,31,46,16,48,46,46,46,31,31,31
2.40635,3.01936,0.967242,9.32089, 4.03732,0.00281848,0.0890157,0.341097,0.117508,0.594953, 17,17,33,23,33,33,33,33,17,17,42,17,33,33,23,33,24,23,33,33,33,33,23,17,33,17,33,33,33,33,17,33,17,33,42,23,33,23,33,23,33,17,33,17,33,33,23,33,33,33,33,33,17,33,17,33,23,17,17,33,33,33,17,17,33,33,33,23,33,33,17,17,42,33,33,17,17,17,33,23,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38, 33,33,42,33,19,42,33,33,33,17,42,18,19,13,33,33,33,33,42,42,33,42,33,18,42,33,42,17,42,19,18,19,17,19,42,33,42,33,42,33,33,33,19,18,17,19,33,18,17,33,19,33,33,42,18,17,33,33,33,42,19,33,18,33,33,33,33,33,42,42,18,18,42,33,17,33,33,33,13,33,33,18,33,33,33,33,33,42,42,33,33,18,18,18,18,18,18,18,18,18,18,18, 36,36,16,1,36,16,36,36,36,1,16,1,36,36,9,36,36,36,16,16,36,16,9,1,36,1,16,36,16,36,1,36,26,36,16,9,36,9,16,9,36,9,36,1,36,36,1,36,36,36,36,36,1,16,26,36,26,1,1,16,36,36,1,36,36,36,36,36,36,16,26,1,16,36,36,1,1,1,36,1,26,26,36,26,26,36,26,16,16,36,26,36,6,36,9,36,26,26,26,26,26,26, 36,36,36,49,36,40,43,2,40,26,40,26,36,36,49,36,2,43,40,40,2,40,2,26,36,49,40,36,40,36,49,36,2,36,29,2,43,2,40,2,43,2,36,49,36,36,2,26,36,43,36,43,2,40,26,36,26,49,49,40,43,36,49,36,43,2,2,43,36,40,26,49,40,43,36,49,49,2,36,2,26,26,49,26,49,43,26,40,40,2,26,43,26,49,2,43,49,49,49,26,26,26
0.536366,0.309588,1.40185,1.66213, 0.0464318,4.08581,0.302463,0.0687868,0.0284396,2.11013, 3,3,6,17,6,6,6,6,17,3,31,3,6,6,17,6,8,8,6,6,6,6,17,17,6,3,6,6,6,6,17,6,3,6,31,17,6,17,6,8,6,17,6,3,6,6,17,6,6,6,6,6,17,6,3,6,17,3,17,6,6,6,3,3,6,6,6,17,6,6,17,3,31,6,6,3,17,17,6,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19, 24,24,5,24,24,5,24,24,24,24,5,32,24,24,24,24,24,24,5,5,24,5,24,32,40,24,5,40,40,24,32,24,24,24,5,24,5,24,5,24,24,24,24,32,24,24,24,32,24,24,24,24,24,5,32,24,24,24,24,5,24,24,32,24,24,24,24,24,40,40,32,32,5,24,24,24,24,24,24,24,24,32,24,24,24,24,24,5,40,24,24,32,32,32,32,32,32,32,32,32,32,32, 12,12,6,9,12,6,27,11,12,9,6,9,12,12,9,12,11,11,6,6,11,6,11,9,12,9,6,12,6,12,9,12,19,12,6,11,12,9,6,9,12,32,12,9,12,12,9,12,12,12,12,27,9,6,19,12,19,9,9,6,12,12,9,12,12,11,11,11,12,6,19,9,6,12,12,9,9,9,12,9,19,19,11,19,19,12,19,6,6,32,19,12,9,11,11,12,19,19,19,19,19,19, 48,48,48,16,48,48,34,34,48,11,21,11,48,48,34,48,34,34,48,48,34,21,34,11,48,9,21,48,48,48,9,48,34,48,21,34,48,34,48,34,34,34,48,9,48,48,34,11,48,48,34,34,34,21,11,48,11,9,34,48,34,48,9,48,34,34,34,34,48,48,11,9,21,34,48,9,9,34,48,34,11,11,9,11,9,48,11,48,48,34,11,34,11,9,34,48,34,9,9,11,11,11
0.416388,1.6656,3.22241,2.06379, 0.584973,1.46064,1.70188,0.680453,0.400734,0.703343, 42,42,16,42,16,16,16,16,42,42,28,42,16,16,32,16,32,32,16,28,16,28,42,42,16,42,16,16,16,16,42,16,42,16,28,42,16,42,16,32,16,42,16,42,16,16,42,16,16,16,16,16,42,28,42,16,42,42,42,16,16,16,42,42,16,16,32,42,16,16,42,42,28,16,16,42,42,42,16,32,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18, 4,4,11,4,11,11,4,4,4,11,11,35,11,16,4,4,4,4,11,11,4,11,4,35,11,4,11,11,11,11,35,11,11,16,11,4,11,4,11,4,4,4,16,35,11,16,4,35,11,4,16,4,4,11,35,11,4,4,4,11,16,16,35,4,4,4,4,4,11,11,35,35,11,4,11,4,4,4,16,4,4,35,4,4,4,4,4,11,11,4,4,35,35,35,35,35,35,35,35,35,35,35, 42,42,42,18,5,42,5,18,42,18,42,18,5,5,18,5,18,5,42,42,5,42,18,18,42,18,42,42,42,5,18,5,44,5,42,18,5,18,42,18,5,18,5,18,42,5,18,5,5,5,5,5,18,42,44,5,44,18,18,42,5,5,18,5,5,5,18,5,42,42,44,18,42,5,5,18,18,18,5,18,44,44,5,44,44,5,44,42,42,5,44,5,18,18,18,5,44,44,44,44,44,44, 4,4,4,35,4,4,46,19,4,10,4,10,4,4,35,4,46,46,4,4,46,4,19,10,4,35,4,4,4,4,35,4,19,4,4,19,4,19,4,19,46,19,4,35,4,4,19,10,4,4,46,46,19,4,10,4,36,35,19,4,46,46,35,4,46,46,46,46,4,4,36,35,4,46,4,35,35,19,4,46,10,36,35,34,35,4,10,4,4,46,10,46,36,35,46,46,35,35,35,10,10,10
1.88195,3.28398,1.17321,2.09295, 0.405542,0.34246,0.141065,1.20182,12.1178,9.69568, 35,35,34,48,34,34,40,40,48,35,20,35,34,34,48,34,40,40,34,20,40,20,48,35,34,35,20,34,34,40,48,34,35,34,20,48,34,48,34,40,34,35,40,35,34,40,48,34,34,34,34,34,35,20,35,34,48,35,48,20,40,40,35,35,40,40,40,48,34,34,35,35,20,34,34,35,48,35,34,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, 12,12,32,12,32,32,12,12,12,32,32,15,32,32,12,12,12,12,32,32,12,32,12,15,32,12,32,32,32,32,15,32,32,32,17,12,32,12,32,12,12,12,32,15,32,32,12,15,32,12,32,12,12,32,15,32,12,12,12,32,32,32,15,12,12,12,12,12,32,32,15,15,32,12,32,12,12,12,32,12,12,15,12,12,12,12,12,32,32,12,12,15,15,15,15,15,15,15,15,15,15,15, 21,21,21,40,21,21,40,40,21,40,43,40,21,21,40,21,40,40,21,21,40,43,40,40,21,40,43,21,21,21,40,21,7,21,35,40,21,40,21,40,40,40,21,40,21,21,40,21,21,21,40,40,40,43,7,21,7,40,40,43,21,21,40,21,40,40,40,40,21,21,7,40,43,40,21,40,40,40,21,40,7,7,40,7,7,21,7,43,21,40,7,40,40,40,40,21,7,7,7,7,7,7, 32,32,32,35,13,32,40,40,32,4,32,4,12,12,35,36,40,40,32,32,40,32,40,4,32,35,32,32,32,12,35,36,40,12,32,40,12,40,32,40,40,10,36,35,36,12,35,4,36,12,40,40,35,32,4,36,4,35,35,32,40,12,35,36,40,40,40,40,32,32,4,35,32,40,32,35,35,40,36,40,4,4,35,4,35,12,4,32,32,40,4,40,4,35,40,12,35,35,35,4,4,4
3.21222,3.44101,2.64673,2.46781, 0.0919486,0.0759786,0.324929,0.029428,0.399144,1.20046, 10,10,43,26,43,43,26,26,26,10,43,10,49,49,26,49,26,26,43,43,26,43,26,26,43,10,43,43,43,49,26,43,10,49,43,26,43,26,43,26,49,10,49,10,43,26,26,43,43,49,43,43,10,43,10,43,26,10,26,43,49,26,10,10,26,26,26,26,43,43,26,10,43,49,43,10,26,26,43,26,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,19,23,23,23,23,23,23, 2,2,17,2,17,17,2,2,2,17,17,43,17,2,2,2,2,2,17,17,2,17,2,43,17,2,17,17,17,17,43,2,17,2,3,2,17,2,17,2,2,2,2,43,17,17,2,43,17,2,2,2,2,17,43,17,2,2,2,17,2,2,30,2,2,2,2,2,17,17,43,43,17,2,17,2,2,2,2,2,2,43,2,2,2,2,2,17,17,2,2,43,43,43,43,43,43,43,43,43,43,43, 20,20,26,13,20,26,20,19,26,13,6,13,20,20,13,20,19,19,26,26,19,26,13,13,20,13,26,20,26,20,13,20,46,20,6,19,20,19,26,19,20,13,20,13,20,20,13,20,20,20,20,20,13,26,46,20,46,13,13,26,20,20,13,20,20,19,19,19,20,26,46,13,26,20,20,13,13,13,20,13,46,46,19,46,46,20,46,26,26,19,46,20,13,19,13,20,46,46,46,46,46,46, 1,1,1,46,17,1,17,46,1,47,9,47,32,17,46,17,26,26,1,1,17,1,46,12,1,46,9,1,1,17,46,17,46,17,9,46,17,46,1,46,17,46,17,46,11,17,46,12,17,17,17,17,46,9,47,17,12,46,46,1,17,17,46,32,17,46,46,26,1,1,47,46,9,17,1,46,46,46,17,46,47,47,46,12,46,17,12,1,1,46,47,17,47,46,46,17,46,46,46,47,47,12
2.23491,2.20485,1.14733,3.14856, 1.32867,0.0818162,1.32886,1.90393,0.832365,0.300238, 3,3,24,3,24,24,37,37,3,3,24,3,37,37,37,37,37,37,24,24,37,24,37,3,24,3,24,24,24,37,3,24,3,37,24,3,24,3,24,37,37,3,37,3,24,37,3,24,24,37,24,24,3,24,3,24,3,3,3,24,37,37,3,3,37,37,37,37,24,24,3,3,24,37,24,3,3,3,24,37,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28, 39,39,24,3,24,24,24,3,39,24,23,15,24,24,3,39,39,24,24,24,39,24,39,15,24,3,24,24,24,24,15,24,24,24,23,39,24,39,24,39,39,39,24,15,24,24,3,15,24,24,24,24,3,24,15,24,3,3,39,24,24,24,15,39,24,39,39,39,24,24,15,15,24,24,24,3,3,3,24,39,3,15,39,3,3,3,39,24,24,3,3,15,15,15,15,15,15,15,15,15,15,15, 1,1,1,3,24,1,24,24,1,3,1,3,24,24,3,24,24,24,1,1,24,1,3,3,1,3,1,1,1,24,3,24,15,24,1,3,24,3,1,3,24,3,24,3,24,24,3,24,24,24,24,24,3,1,15,24,15,3,3,1,24,24,3,24,24,24,3,24,1,1,15,3,1,24,24,3,3,3,24,3,44,15,24,15,44,24,15,1,1,24,15,24,3,24,3,24,15,15,15,15,44,15, 28,28,28,24,1,28,46,46,28,27,28,27,1,1,13,1,46,46,28,28,46,28,46,27,28,24,28,28,28,46,24,1,46,1,28,46,46,46,28,46,46,46,1,24,28,1,36,27,1,46,46,46,13,28,27,1,27,24,36,28,46,46,24,1,46,46,36,46,28,28,27,24,28,46,28,24,24,46,1,46,27,27,24,27,24,46,27,28,28,46,27,46,27,24,46,46,24,24,24,27,27,27
2.87849,2.33456,3.30656,4.54391, 0.161317,1.90666,0.556545,0.758832,0.105241,0.0405974, 39,39,22,7,2,2,7,7,7,39,22,39,7,7,7,7,7,7,22,22,7,22,7,7,22,33,22,22,22,7,7,2,33,7,22,7,2,7,22,7,7,21,7,39,2,7,7,2,2,7,2,7,21,22,33,7,7,39,7,22,7,7,33,21,7,7,7,7,22,22,7,33,22,7,22,39,7,7,2,7,46,46,38,46,46,46,46,46,46,46,38,38,46,46,46,46,38,38,38,46,38,46, 35,35,29,35,12,29,14,35,35,29,29,36,12,14,35,35,35,35,29,29,35,29,35,36,29,35,29,29,29,29,36,14,29,14,29,35,29,35,29,35,35,35,14,36,29,12,35,36,29,35,14,35,35,29,36,29,35,35,35,29,14,14,36,35,14,35,35,35,29,29,36,36,29,14,29,35,35,35,12,35,35,36,35,35,35,35,35,29,29,35,35,36,36,36,36,36,36,36,36,36,36,36, 6,6,6,5,6,6,35,35,6,35,6,35,35,6,35,35,35,35,6,6,35,6,35,35,6,35,6,6,6,35,5,6,38,35,6,35,6,35,6,35,35,35,6,35,6,6,35,35,6,35,35,35,35,6,38,6,38,35,35,6,35,35,35,6,35,35,35,35,6,6,38,35,6,35,6,35,5,35,6,35,38,38,35,38,38,6,38,6,6,35,38,35,35,35,35,6,38,38,38,38,38,38, 37,22,37,8,22,37,49,49,37,33,37,33,22,22,49,22,49,49,37,37,49,37,49,33,37,8,37,37,37,22,8,22,49,22,37,49,22,49,37,49,49,49,22,8,22,22,49,33,22,22,43,49,49,37,33,22,33,8,49,37,22,22,8,22,43,49,49,49,37,37,33,8,37,22,22,28,8,49,22,49,33,33,8,33,8,22,33,37,37,49,33,49,33,28,49,22,8,8,8,33,33,33
